Shipment_ID,Order_ID,Ship_Date,Delivery_Date,Shipment_Status
3796,3796,2025-06-11,2025-06-14,Delivered
3797,3797,2024-04-28,2024-05-02,Delivered
3798,3798,2024-02-21,2024-02-28,Delivered
3799,3799,2024-12-09,2024-12-11,Delivered
3800,3800,,,Cancelled
3801,3801,2025-02-09,2025-02-15,Delivered
3802,3802,2025-04-10,2025-04-16,Delivered
3803,3803,2024-07-29,2024-08-02,Delivered
3804,3804,,,Cancelled
3805,3805,2025-03-06,2025-03-08,Delivered
3806,3806,2025-06-22,2025-06-27,Delivered
3807,3807,2025-04-06,2025-04-09,Delivered
3808,3808,2025-09-28,2025-10-04,Returned
3809,3809,2025-12-16,2025-12-22,Delivered
3810,3810,2024-04-01,2024-04-07,Delivered
3811,3811,2025-04-15,2025-04-20,Delivered
3812,3812,2024-05-05,2024-05-08,Delivered
3813,3813,2025-07-30,2025-08-03,Delivered
3814,3814,2024-05-17,2024-05-23,Delivered
3815,3815,,,Cancelled
3816,3816,2025-07-28,2025-08-03,Delivered
3817,3817,2024-05-22,2024-05-25,Delivered
3818,3818,2025-03-16,2025-03-25,Delivered
3819,3819,2025-08-21,2025-08-27,Delivered
3820,3820,2025-04-08,2025-04-12,Delivered
3821,3821,2024-06-21,2024-06-28,Delivered
3822,3822,2025-06-07,2025-06-10,Returned
3823,3823,2025-11-17,2025-11-24,Delivered
3824,3824,2025-08-28,2025-09-02,Returned
3825,3825,,,Cancelled
3826,3826,2024-07-02,2024-07-05,Delivered
3827,3827,2025-09-24,2025-09-27,Returned
3828,3828,2025-12-13,2025-12-17,Returned
3829,3829,,,Cancelled
3830,3830,2024-06-11,2024-06-13,Delivered
3831,3831,,,Cancelled
3832,3832,2024-08-31,2024-09-04,Delivered
3833,3833,,,Cancelled
3834,3834,2024-08-04,2024-08-06,Delivered
3835,3835,2024-02-05,2024-02-10,Delivered
3836,3836,2025-03-14,2025-03-17,Delivered
3837,3837,2024-04-15,2024-04-19,Delivered
3838,3838,2025-06-18,2025-06-22,Delivered
3839,3839,2025-08-26,2025-08-30,Returned
3840,3840,2024-05-30,2024-06-03,Returned
3841,3841,2024-08-17,2024-08-23,Delivered
3842,3842,2025-03-28,2025-04-01,Returned
3843,3843,2025-03-02,2025-03-07,Delivered
3844,3844,2025-01-13,2025-01-15,Returned
3845,3845,2024-06-21,2024-06-27,Delivered
3846,3846,2024-03-14,2024-03-17,Delivered
3847,3847,2024-06-29,2024-07-03,Delivered
3848,3848,2024-04-19,2024-04-26,Delivered
3849,3849,2024-03-08,2024-03-12,Delivered
3850,3850,2025-10-23,2025-10-27,Delivered
3851,3851,2024-04-05,2024-04-12,Delivered
3852,3852,2024-04-05,2024-04-08,Delivered
3853,3853,2025-05-18,2025-05-22,Delivered
3854,3854,2025-04-22,2025-04-27,Delivered
3855,3855,2025-04-28,2025-05-02,Delivered
3856,3856,2025-11-15,2025-11-19,Delivered
3857,3857,2024-12-27,2025-01-02,Delivered
3858,3858,2025-01-09,2025-01-14,Delivered
3859,3859,2024-05-19,2024-05-21,Delivered
3860,3860,2024-02-05,2024-02-11,Delivered
3861,3861,2025-06-09,2025-06-14,Delivered
3862,3862,2025-11-06,2025-11-08,Delivered
3863,3863,2025-02-07,2025-02-13,Delivered
3864,3864,2025-03-29,2025-04-01,Delivered
3865,3865,2024-03-08,2024-03-11,Delivered
3866,3866,2025-03-31,2025-04-03,Delivered
3867,3867,2025-08-04,2025-08-07,Delivered
3868,3868,2024-01-31,2024-02-04,Delivered
3869,3869,,,Cancelled
3870,3870,2025-02-28,2025-03-05,Returned
3871,3871,2025-03-16,2025-03-22,Delivered
3872,3872,2024-03-21,2024-03-25,Delivered
3873,3873,2025-07-19,2025-07-22,Delivered
3874,3874,2024-11-29,2024-12-02,Delivered
3875,3875,,,Cancelled
3876,3876,2024-07-29,2024-08-05,Delivered
3877,3877,2024-10-01,2024-10-04,Delivered
3878,3878,2025-10-24,2025-10-29,Delivered
3879,3879,2025-05-20,2025-05-23,Delivered
3880,3880,2024-10-24,2024-10-27,Returned
3881,3881,,,Cancelled
3882,3882,2025-05-26,2025-05-28,Delivered
3883,3883,2024-07-04,2024-07-10,Delivered
3884,3884,2025-08-20,2025-08-23,Delivered
3885,3885,2024-06-28,2024-06-30,Delivered
3886,3886,2024-12-08,2024-12-11,Delivered
3887,3887,,,Cancelled
3888,3888,2024-04-27,2024-05-01,Delivered
3889,3889,2024-12-03,2024-12-07,Delivered
3890,3890,2025-06-17,2025-06-20,Delivered
3891,3891,2025-11-24,2025-12-01,Delivered
3892,3892,2025-02-12,2025-02-16,Delivered
3893,3893,2024-02-28,2024-03-04,Delivered
3894,3894,2024-02-17,2024-02-20,Delivered
3895,3895,,,Cancelled
3896,3896,,,Cancelled
3897,3897,2024-12-24,2024-12-28,Delivered
3898,3898,2025-12-24,2025-12-31,Delivered
3899,3899,2024-07-11,2024-07-18,Delivered
3900,3900,2024-03-05,2024-03-12,Delivered
3901,3901,2024-11-06,2024-11-12,Returned
3902,3902,,,Cancelled
3903,3903,2024-11-25,2024-12-02,Delivered
3904,3904,,,Cancelled
3905,3905,2024-04-08,2024-04-11,Delivered
3906,3906,2025-08-17,2025-08-21,Delivered
3907,3907,2025-08-24,2025-08-31,Delivered
3908,3908,2024-04-05,2024-04-08,Delivered
3909,3909,2025-11-02,2025-11-07,Delivered
3910,3910,,,Cancelled
3911,3911,2025-03-04,2025-03-11,Delivered
3912,3912,2025-09-02,2025-09-06,Delivered
3913,3913,2024-04-28,2024-05-02,Delivered
3914,3914,2024-06-04,2024-06-11,Delivered
3915,3915,,,Cancelled
3916,3916,2025-12-19,2025-12-23,Delivered
3917,3917,2025-11-08,2025-11-12,Delivered
3918,3918,2025-11-22,2025-11-25,Delivered
3919,3919,2025-02-18,2025-02-22,Delivered
3920,3920,2024-02-15,2024-02-21,Delivered
3921,3921,2025-04-03,2025-04-09,Delivered
3922,3922,2025-06-28,2025-07-03,Returned
3923,3923,2025-10-02,2025-10-06,Delivered
3924,3924,2024-10-28,2024-10-31,Delivered
3925,3925,2024-12-12,2024-12-15,Delivered
3926,3926,2024-07-03,2024-07-09,Delivered
3927,3927,2024-11-05,2024-11-09,Delivered
3928,3928,2024-10-17,2024-10-22,Delivered
3929,3929,2024-01-25,2024-02-01,Delivered
3930,3930,2025-06-22,2025-06-26,Returned
3931,3931,2024-01-12,2024-01-15,Delivered
3932,3932,2024-06-03,2024-06-07,Delivered
3933,3933,2024-01-20,2024-01-24,Delivered
3934,3934,2025-01-13,2025-01-16,Delivered
3935,3935,2024-03-10,2024-03-15,Delivered
3936,3936,2024-08-08,2024-08-11,Delivered
3937,3937,2024-12-22,2024-12-27,Delivered
3938,3938,2025-05-24,2025-05-26,Delivered
3939,3939,2025-04-10,2025-04-14,Delivered
3940,3940,2025-03-13,2025-03-16,Delivered
3941,3941,2025-01-13,2025-01-18,Delivered
3942,3942,,,Cancelled
3943,3943,2024-03-19,2024-03-24,Delivered
3944,3944,2024-05-25,2024-05-28,Returned
3945,3945,2024-05-09,2024-05-13,Delivered
3946,3946,2024-08-27,2024-08-30,Delivered
3947,3947,2024-06-20,2024-06-24,Delivered
3948,3948,2024-03-30,2024-04-06,Delivered
3949,3949,2024-01-24,2024-01-29,Delivered
3950,3950,2024-10-17,2024-10-22,Delivered
3951,3951,2024-04-21,2024-04-30,Delivered
3952,3952,2024-06-14,2024-06-20,Delivered
3953,3953,2024-08-18,2024-08-24,Delivered
3954,3954,2024-02-04,2024-02-09,Delivered
3955,3955,,,Cancelled
3956,3956,,,Cancelled
3957,3957,2025-04-08,2025-04-11,Delivered
3958,3958,2024-11-12,2024-11-16,Delivered
3959,3959,2025-08-28,2025-09-02,Delivered
3960,3960,2025-01-17,2025-01-19,Delivered
3961,3961,2024-09-10,2024-09-14,Delivered
3962,3962,2024-05-22,2024-05-25,Delivered
3963,3963,2024-04-26,2024-04-29,Delivered
3964,3964,2024-05-02,2024-05-05,Delivered
3965,3965,2024-01-30,2024-02-03,Delivered
3966,3966,2024-08-26,2024-08-30,Delivered
3967,3967,2024-04-04,2024-04-09,Delivered
3968,3968,2024-02-14,2024-02-21,Delivered
3969,3969,2025-11-18,2025-11-24,Delivered
3970,3970,,,Cancelled
3971,3971,2024-12-19,2024-12-23,Delivered
3972,3972,2024-07-21,2024-07-26,Delivered
3973,3973,2024-04-17,2024-04-19,Delivered
3974,3974,2024-08-24,2024-08-31,Delivered
3975,3975,2024-10-24,2024-10-27,Returned
3976,3976,2024-10-12,2024-10-17,Delivered
3977,3977,2025-02-15,2025-02-20,Delivered
3978,3978,2024-01-28,2024-02-01,Delivered
3979,3979,,,Cancelled
3980,3980,2024-12-30,2025-01-03,Delivered
3981,3981,2025-09-04,2025-09-09,Delivered
3982,3982,2024-05-06,2024-05-09,Delivered
3983,3983,2025-11-21,2025-11-23,Delivered
3984,3984,,,Cancelled
3985,3985,,,Cancelled
3986,3986,2024-12-28,2025-01-03,Delivered
3987,3987,,,Cancelled
3988,3988,2024-02-04,2024-02-07,Returned
3989,3989,2025-03-03,2025-03-07,Delivered
3990,3990,2024-12-06,2024-12-10,Delivered
3991,3991,2024-03-13,2024-03-18,Delivered
3992,3992,2025-05-15,2025-05-18,Delivered
3993,3993,2024-09-17,2024-09-19,Delivered
3994,3994,2024-09-27,2024-10-04,Delivered
3995,3995,,,Cancelled
3996,3996,2025-12-18,2025-12-22,Delivered
3997,3997,2025-08-13,2025-08-19,Delivered
3998,3998,2025-12-27,2025-12-30,Delivered
3999,3999,2024-02-14,2024-02-18,Delivered
4000,4000,2024-02-09,2024-02-13,Delivered
4001,4001,2025-09-05,2025-09-07,Returned
4002,4002,2025-09-14,2025-09-17,Returned
4003,4003,2024-08-19,2024-08-21,Delivered
4004,4004,2025-08-28,2025-09-02,Delivered
4005,4005,2025-03-02,2025-03-06,Delivered
4006,4006,2024-10-27,2024-10-30,Delivered
4007,4007,2024-04-14,2024-04-21,Delivered
4008,4008,2024-02-22,2024-02-25,Delivered
4009,4009,,,Cancelled
4010,4010,2024-11-27,2024-11-29,Delivered
4011,4011,2025-12-07,2025-12-11,Delivered
4012,4012,2024-10-26,2024-10-30,Delivered
4013,4013,2025-09-19,2025-09-22,Delivered
4014,4014,2025-12-31,2026-01-05,Delivered
4015,4015,2025-11-10,2025-11-13,Delivered
4016,4016,2024-02-24,2024-02-28,Delivered
4017,4017,2025-07-09,2025-07-16,Delivered
4018,4018,2024-02-27,2024-03-02,Delivered
4019,4019,2024-02-01,2024-02-04,Delivered
4020,4020,,,Cancelled
4021,4021,2025-07-13,2025-07-16,Delivered
4022,4022,2025-12-22,2025-12-27,Delivered
4023,4023,2025-06-02,2025-06-08,Delivered
4024,4024,2024-04-27,2024-04-30,Returned
4025,4025,,,Cancelled
4026,4026,2025-10-05,2025-10-10,Returned
4027,4027,2025-11-10,2025-11-17,Delivered
4028,4028,2024-03-16,2024-03-21,Returned
4029,4029,2024-09-26,2024-09-30,Delivered
4030,4030,2024-05-05,2024-05-11,Returned
4031,4031,2025-01-02,2025-01-09,Delivered
4032,4032,2024-08-28,2024-08-31,Returned
4033,4033,2025-06-06,2025-06-12,Delivered
4034,4034,2025-07-08,2025-07-14,Delivered
4035,4035,2024-09-23,2024-09-29,Delivered
4036,4036,2024-11-26,2024-11-30,Delivered
4037,4037,2024-07-04,2024-07-09,Delivered
4038,4038,2024-11-04,2024-11-07,Delivered
4039,4039,2025-10-27,2025-10-31,Delivered
4040,4040,2025-06-08,2025-06-17,Delivered
4041,4041,2024-10-06,2024-10-11,Delivered
4042,4042,2025-07-30,2025-08-06,Delivered
4043,4043,2025-02-07,2025-02-12,Returned
4044,4044,2025-05-04,2025-05-06,Delivered
4045,4045,2024-02-16,2024-02-18,Delivered
4046,4046,,,Cancelled
4047,4047,2025-08-18,2025-08-22,Delivered
4048,4048,,,Cancelled
4049,4049,2024-09-13,2024-09-16,Delivered
4050,4050,2025-12-09,2025-12-12,Delivered
4051,4051,2025-01-24,2025-01-29,Delivered
4052,4052,2025-04-19,2025-04-25,Delivered
4053,4053,2025-11-07,2025-11-16,Delivered
4054,4054,2024-10-29,2024-11-01,Delivered
4055,4055,2025-03-08,2025-03-11,Delivered
4056,4056,2025-09-18,2025-09-22,Delivered
4057,4057,2024-09-29,2024-10-01,Delivered
4058,4058,2025-04-10,2025-04-14,Delivered
4059,4059,2025-03-31,2025-04-09,Delivered
4060,4060,2024-04-16,2024-04-21,Delivered
4061,4061,2025-01-01,2025-01-06,Delivered
4062,4062,2025-10-09,2025-10-14,Delivered
4063,4063,2024-05-11,2024-05-15,Delivered
4064,4064,2024-08-17,2024-08-21,Delivered
4065,4065,2025-12-16,2025-12-19,Delivered
4066,4066,2025-03-24,2025-03-29,Returned
4067,4067,2025-05-07,2025-05-13,Returned
4068,4068,2025-06-24,2025-06-26,Delivered
4069,4069,2025-03-13,2025-03-18,Delivered
4070,4070,2024-04-02,2024-04-05,Delivered
4071,4071,,,Cancelled
4072,4072,2024-09-12,2024-09-17,Delivered
4073,4073,2025-10-20,2025-10-25,Returned
4074,4074,2024-07-29,2024-08-02,Delivered
4075,4075,2024-08-08,2024-08-14,Delivered
4076,4076,2024-01-04,2024-01-09,Delivered
4077,4077,2024-02-16,2024-02-19,Delivered
4078,4078,2024-04-07,2024-04-09,Delivered
4079,4079,,,Cancelled
4080,4080,2024-10-15,2024-10-22,Delivered
4081,4081,2024-05-10,2024-05-17,Delivered
4082,4082,,,Cancelled
4083,4083,2024-10-24,2024-10-29,Delivered
4084,4084,,,Cancelled
4085,4085,2025-05-11,2025-05-15,Delivered
4086,4086,2024-05-12,2024-05-16,Delivered
4087,4087,2025-08-11,2025-08-14,Delivered
4088,4088,2025-07-11,2025-07-16,Delivered
4089,4089,2025-04-18,2025-04-22,Delivered
4090,4090,2024-03-25,2024-03-31,Delivered
4091,4091,,,Cancelled
4092,4092,2024-07-11,2024-07-16,Delivered
4093,4093,2024-09-29,2024-10-02,Delivered
4094,4094,2025-07-07,2025-07-11,Delivered
4095,4095,2025-12-17,2025-12-19,Delivered
4096,4096,2025-07-18,2025-07-22,Delivered
4097,4097,2025-01-28,2025-01-31,Delivered
4098,4098,2024-04-05,2024-04-11,Delivered
4099,4099,2024-11-20,2024-11-23,Delivered
4100,4100,2025-09-21,2025-09-27,Delivered
4101,4101,,,Cancelled
4102,4102,2025-05-06,2025-05-12,Delivered
4103,4103,2025-01-28,2025-01-30,Delivered
4104,4104,2024-03-15,2024-03-21,Delivered
4105,4105,,,Cancelled
4106,4106,2025-07-25,2025-07-30,Delivered
4107,4107,2024-09-14,2024-09-21,Returned
4108,4108,2024-05-11,2024-05-15,Delivered
4109,4109,2024-12-02,2024-12-07,Delivered
4110,4110,2025-05-15,2025-05-24,Delivered
4111,4111,2025-11-04,2025-11-07,Delivered
4112,4112,2024-05-21,2024-05-26,Delivered
4113,4113,2024-09-15,2024-09-19,Delivered
4114,4114,2025-01-22,2025-01-25,Delivered
4115,4115,2025-07-26,2025-07-30,Delivered
4116,4116,2025-02-26,2025-03-01,Delivered
4117,4117,2024-09-26,2024-09-30,Delivered
4118,4118,2024-11-15,2024-11-21,Delivered
4119,4119,2025-05-18,2025-05-22,Delivered
4120,4120,2024-01-31,2024-02-03,Delivered
4121,4121,2024-11-14,2024-11-19,Returned
4122,4122,2025-06-03,2025-06-08,Delivered
4123,4123,2024-09-08,2024-09-11,Delivered
4124,4124,,,Cancelled
4125,4125,2025-03-07,2025-03-12,Delivered
4126,4126,2024-04-22,2024-04-24,Delivered
4127,4127,2025-09-16,2025-09-23,Delivered
4128,4128,2024-01-13,2024-01-18,Returned
4129,4129,2024-06-14,2024-06-20,Delivered
4130,4130,2024-10-31,2024-11-04,Returned
4131,4131,2025-04-08,2025-04-17,Returned
4132,4132,2025-12-13,2025-12-19,Delivered
4133,4133,2024-05-20,2024-05-25,Delivered
4134,4134,2024-02-01,2024-02-06,Delivered
4135,4135,2025-12-30,2026-01-03,Delivered
4136,4136,2025-06-02,2025-06-05,Delivered
4137,4137,2025-10-18,2025-10-23,Returned
4138,4138,2025-07-05,2025-07-09,Delivered
4139,4139,2025-06-13,2025-06-20,Delivered
4140,4140,2025-07-29,2025-08-03,Delivered
4141,4141,2024-06-27,2024-07-04,Delivered
4142,4142,2025-01-04,2025-01-06,Returned
4143,4143,2024-01-15,2024-01-22,Delivered
4144,4144,,,Cancelled
4145,4145,2025-03-12,2025-03-17,Delivered
4146,4146,2024-06-19,2024-06-25,Delivered
4147,4147,2024-08-24,2024-08-26,Delivered
4148,4148,2024-12-19,2024-12-23,Delivered
4149,4149,2025-08-26,2025-08-30,Delivered
4150,4150,2025-07-01,2025-07-06,Delivered
4151,4151,2025-10-14,2025-10-18,Delivered
4152,4152,2025-06-11,2025-06-17,Delivered
4153,4153,2025-11-20,2025-11-29,Delivered
4154,4154,,,Cancelled
4155,4155,2024-10-02,2024-10-05,Delivered
4156,4156,2025-03-16,2025-03-20,Delivered
4157,4157,2024-10-22,2024-10-25,Delivered
4158,4158,,,Cancelled
4159,4159,2024-04-27,2024-04-30,Returned
4160,4160,2026-01-03,2026-01-08,Delivered
4161,4161,2025-09-23,2025-09-25,Delivered
4162,4162,2025-12-02,2025-12-07,Delivered
4163,4163,,,Cancelled
4164,4164,2024-07-31,2024-08-06,Delivered
4165,4165,2025-10-21,2025-10-23,Delivered
4166,4166,2024-06-24,2024-06-30,Delivered
4167,4167,2025-07-25,2025-07-30,Delivered
4168,4168,2024-03-17,2024-03-21,Delivered
4169,4169,2025-11-03,2025-11-06,Delivered
4170,4170,2024-03-10,2024-03-16,Delivered
4171,4171,2024-09-12,2024-09-17,Delivered
4172,4172,2025-10-14,2025-10-23,Delivered
4173,4173,2024-08-26,2024-08-31,Delivered
4174,4174,2024-05-30,2024-06-01,Delivered
4175,4175,,,Cancelled
4176,4176,2024-02-08,2024-02-11,Delivered
4177,4177,2024-04-17,2024-04-19,Delivered
4178,4178,2025-02-12,2025-02-15,Delivered
4179,4179,,,Cancelled
4180,4180,2024-06-27,2024-07-03,Delivered
4181,4181,2025-11-19,2025-11-24,Delivered
4182,4182,2024-02-25,2024-03-01,Delivered
4183,4183,2025-01-07,2025-01-11,Delivered
4184,4184,2025-09-29,2025-10-05,Delivered
4185,4185,2025-07-21,2025-07-24,Delivered
4186,4186,2025-10-31,2025-11-06,Delivered
4187,4187,2025-10-22,2025-10-27,Delivered
4188,4188,2025-04-14,2025-04-18,Delivered
4189,4189,2025-07-07,2025-07-10,Delivered
4190,4190,2025-08-07,2025-08-10,Delivered
4191,4191,2025-06-25,2025-06-27,Delivered
4192,4192,2025-12-09,2025-12-16,Delivered
4193,4193,2025-05-10,2025-05-14,Delivered
4194,4194,2025-05-07,2025-05-11,Delivered
4195,4195,2025-12-01,2025-12-03,Delivered
4196,4196,,,Cancelled
4197,4197,2025-07-08,2025-07-11,Returned
4198,4198,2024-09-16,2024-09-21,Delivered
4199,4199,2024-07-28,2024-08-02,Delivered
4200,4200,2025-04-07,2025-04-11,Delivered
4201,4201,2025-08-05,2025-08-08,Delivered
4202,4202,2025-10-24,2025-10-27,Delivered
4203,4203,2025-02-07,2025-02-11,Returned
4204,4204,2024-08-04,2024-08-06,Delivered
4205,4205,2024-02-22,2024-02-25,Delivered
4206,4206,2024-08-07,2024-08-16,Delivered
4207,4207,2024-05-02,2024-05-07,Delivered
4208,4208,2024-01-04,2024-01-09,Delivered
4209,4209,2025-01-31,2025-02-03,Delivered
4210,4210,2024-02-17,2024-02-20,Delivered
4211,4211,,,Cancelled
4212,4212,2025-11-25,2025-12-04,Delivered
4213,4213,2024-01-15,2024-01-21,Delivered
4214,4214,2024-07-15,2024-07-18,Delivered
4215,4215,,,Cancelled
4216,4216,2025-07-21,2025-07-28,Returned
4217,4217,2024-09-09,2024-09-15,Returned
4218,4218,2025-06-08,2025-06-11,Delivered
4219,4219,2025-03-08,2025-03-12,Delivered
4220,4220,2024-11-20,2024-11-22,Delivered
4221,4221,2024-11-21,2024-11-25,Delivered
4222,4222,2024-01-07,2024-01-12,Delivered
4223,4223,,,Cancelled
4224,4224,2025-01-14,2025-01-18,Returned
4225,4225,2025-08-28,2025-09-04,Delivered
4226,4226,,,Cancelled
4227,4227,2025-03-23,2025-03-29,Returned
4228,4228,2025-02-06,2025-02-13,Delivered
4229,4229,2024-01-16,2024-01-19,Delivered
4230,4230,2024-11-05,2024-11-11,Delivered
4231,4231,2024-08-20,2024-08-25,Delivered
4232,4232,2025-07-10,2025-07-13,Delivered
4233,4233,2025-08-31,2025-09-05,Delivered
4234,4234,2024-02-13,2024-02-18,Delivered
4235,4235,2025-07-30,2025-08-02,Delivered
4236,4236,2024-07-27,2024-08-02,Delivered
4237,4237,2025-07-03,2025-07-06,Delivered
4238,4238,2025-02-19,2025-02-25,Delivered
4239,4239,2024-01-19,2024-01-23,Delivered
4240,4240,2025-07-27,2025-08-03,Delivered
4241,4241,2025-08-05,2025-08-10,Delivered
4242,4242,2025-11-09,2025-11-11,Delivered
4243,4243,2024-03-18,2024-03-23,Delivered
4244,4244,2025-08-29,2025-09-02,Delivered
4245,4245,2024-03-23,2024-03-28,Delivered
4246,4246,2024-01-27,2024-01-30,Delivered
4247,4247,2024-01-26,2024-01-29,Delivered
4248,4248,2025-12-21,2025-12-23,Delivered
4249,4249,2025-10-10,2025-10-14,Delivered
4250,4250,2024-07-11,2024-07-15,Delivered
4251,4251,2025-07-23,2025-07-26,Delivered
4252,4252,2025-08-11,2025-08-15,Returned
4253,4253,2024-03-17,2024-03-21,Delivered
4254,4254,2024-11-20,2024-11-22,Delivered
4255,4255,2024-10-26,2024-10-31,Delivered
4256,4256,2024-05-24,2024-05-28,Delivered
4257,4257,2024-07-10,2024-07-14,Delivered
4258,4258,2025-10-23,2025-10-26,Delivered
4259,4259,2025-09-16,2025-09-19,Delivered
4260,4260,2024-05-23,2024-05-29,Delivered
4261,4261,2024-05-26,2024-05-31,Returned
4262,4262,2025-06-09,2025-06-13,Delivered
4263,4263,2025-12-28,2026-01-01,Delivered
4264,4264,2024-10-01,2024-10-05,Delivered
4265,4265,2024-12-23,2024-12-28,Delivered
4266,4266,2024-02-19,2024-02-25,Delivered
4267,4267,,,Cancelled
4268,4268,2024-05-11,2024-05-14,Delivered
4269,4269,2025-12-30,2026-01-08,Delivered
4270,4270,2024-02-23,2024-02-27,Delivered
4271,4271,2025-12-23,2025-12-26,Delivered
4272,4272,2024-02-27,2024-03-05,Delivered
4273,4273,,,Cancelled
4274,4274,2024-07-03,2024-07-09,Delivered
4275,4275,,,Cancelled
4276,4276,2024-10-15,2024-10-18,Delivered
4277,4277,2025-06-19,2025-06-21,Returned
4278,4278,2025-06-14,2025-06-17,Delivered
4279,4279,2025-04-09,2025-04-12,Delivered
4280,4280,2024-03-16,2024-03-19,Returned
4281,4281,2025-01-20,2025-01-24,Delivered
4282,4282,2024-12-28,2025-01-02,Delivered
4283,4283,2024-03-04,2024-03-11,Delivered
4284,4284,2024-01-05,2024-01-09,Delivered
4285,4285,2024-04-22,2024-04-28,Delivered
4286,4286,2025-03-14,2025-03-21,Delivered
4287,4287,2025-01-07,2025-01-14,Returned
4288,4288,,,Cancelled
4289,4289,2024-07-24,2024-07-31,Delivered
4290,4290,2025-03-19,2025-03-26,Delivered
4291,4291,2024-01-08,2024-01-17,Delivered
4292,4292,,,Cancelled
4293,4293,2024-11-17,2024-11-21,Delivered
4294,4294,2024-10-28,2024-11-02,Delivered
4295,4295,2025-08-07,2025-08-10,Delivered
4296,4296,2025-07-23,2025-07-26,Delivered
4297,4297,2025-02-28,2025-03-04,Delivered
4298,4298,2024-10-15,2024-10-18,Delivered
4299,4299,2024-04-01,2024-04-08,Delivered
4300,4300,2024-05-25,2024-06-01,Delivered
4301,4301,2025-07-07,2025-07-12,Delivered
4302,4302,2024-03-15,2024-03-19,Delivered
4303,4303,2024-06-08,2024-06-11,Delivered
4304,4304,2025-09-20,2025-09-24,Delivered
4305,4305,,,Cancelled
4306,4306,2025-01-06,2025-01-11,Delivered
4307,4307,,,Cancelled
4308,4308,2025-03-07,2025-03-11,Delivered
4309,4309,2024-10-08,2024-10-10,Delivered
4310,4310,2025-03-16,2025-03-22,Delivered
4311,4311,2024-08-13,2024-08-16,Returned
4312,4312,2024-11-03,2024-11-06,Delivered
4313,4313,2024-11-09,2024-11-13,Delivered
4314,4314,2025-01-27,2025-01-30,Returned
4315,4315,2025-02-21,2025-02-27,Delivered
4316,4316,2024-12-11,2024-12-15,Delivered
4317,4317,2024-10-11,2024-10-15,Delivered
4318,4318,2025-04-05,2025-04-08,Delivered
4319,4319,2025-01-10,2025-01-15,Delivered
4320,4320,,,Cancelled
4321,4321,2024-02-07,2024-02-09,Returned
4322,4322,2024-11-30,2024-12-07,Delivered
4323,4323,2025-12-20,2025-12-29,Delivered
4324,4324,,,Cancelled
4325,4325,2024-03-27,2024-04-02,Delivered
4326,4326,2025-02-02,2025-02-06,Delivered
4327,4327,2024-01-22,2024-01-24,Delivered
4328,4328,2025-12-25,2025-12-31,Delivered
4329,4329,2025-12-06,2025-12-12,Delivered
4330,4330,2024-01-27,2024-01-30,Delivered
4331,4331,2024-08-28,2024-09-01,Delivered
4332,4332,2024-10-04,2024-10-09,Returned
4333,4333,,,Cancelled
4334,4334,2024-05-21,2024-05-28,Delivered
4335,4335,,,Cancelled
4336,4336,,,Cancelled
4337,4337,2025-12-19,2025-12-26,Delivered
4338,4338,,,Cancelled
4339,4339,2024-07-09,2024-07-16,Returned
4340,4340,2025-12-06,2025-12-09,Delivered
4341,4341,2025-10-13,2025-10-17,Delivered
4342,4342,2024-10-17,2024-10-22,Returned
4343,4343,2024-04-13,2024-04-15,Delivered
4344,4344,2024-05-13,2024-05-16,Delivered
4345,4345,2024-12-30,2025-01-01,Delivered
4346,4346,2025-01-12,2025-01-16,Delivered
4347,4347,2025-11-16,2025-11-18,Delivered
4348,4348,2024-10-24,2024-11-02,Delivered
4349,4349,2024-11-09,2024-11-18,Delivered
4350,4350,2025-08-17,2025-08-20,Delivered
4351,4351,,,Cancelled
4352,4352,2024-02-18,2024-02-21,Delivered
4353,4353,2024-10-20,2024-10-23,Delivered
4354,4354,,,Cancelled
4355,4355,2024-08-16,2024-08-19,Delivered
4356,4356,2025-09-25,2025-09-29,Returned
4357,4357,,,Cancelled
4358,4358,2025-08-04,2025-08-09,Delivered
4359,4359,2025-02-02,2025-02-07,Delivered
4360,4360,2025-05-16,2025-05-21,Returned
4361,4361,2025-10-22,2025-10-26,Delivered
4362,4362,2025-07-16,2025-07-20,Delivered
4363,4363,2025-03-27,2025-03-31,Delivered
4364,4364,2025-12-16,2025-12-19,Returned
4365,4365,2024-10-02,2024-10-09,Delivered
4366,4366,2024-08-12,2024-08-17,Delivered
4367,4367,2024-10-23,2024-10-27,Delivered
4368,4368,2025-01-20,2025-01-23,Delivered
4369,4369,2025-05-20,2025-05-25,Delivered
4370,4370,2024-06-12,2024-06-19,Delivered
4371,4371,2024-06-15,2024-06-21,Delivered
4372,4372,2024-03-17,2024-03-22,Delivered
4373,4373,2024-11-19,2024-11-21,Delivered
4374,4374,2024-07-10,2024-07-16,Delivered
4375,4375,2024-09-19,2024-09-24,Delivered
4376,4376,2024-07-12,2024-07-19,Returned
4377,4377,2024-06-03,2024-06-10,Delivered
4378,4378,2024-12-05,2024-12-07,Delivered
4379,4379,2024-02-05,2024-02-11,Delivered
4380,4380,2025-03-08,2025-03-10,Delivered
4381,4381,2024-01-07,2024-01-11,Delivered
4382,4382,2025-07-25,2025-07-29,Delivered
4383,4383,,,Cancelled
4384,4384,2024-04-03,2024-04-08,Delivered
4385,4385,2024-05-22,2024-05-26,Returned
